batch_id,channel_num,layer_thickness_um,z_rotation_deg,fit_adjustment,channel_flow_rate_ml_per_min,resin_temp,resin_age,ambient_temp
4,2,100,81.68848392162323,-250,0.9909367885490509,71.71636120046395,3.7694544874600036,69.27047303375367
4,3,100,81.68848392162323,-250,0.9851515254799166,71.71636120046395,3.7694544874600036,69.27047303375367
4,4,100,81.68848392162323,-250,0.9878924940095692,71.71636120046395,3.7694544874600036,69.27047303375367
4,5,100,81.68848392162323,-250,0.9872284631656251,71.71636120046395,3.7694544874600036,69.27047303375367
4,6,100,81.68848392162323,-250,0.9868785868992617,71.71636120046395,3.7694544874600036,69.27047303375367
4,7,100,81.68848392162323,-250,0.9834796689267419,71.71636120046395,3.7694544874600036,69.27047303375367
4,8,100,81.68848392162323,-250,0.9902777115145632,71.71636120046395,3.7694544874600036,69.27047303375367
4,9,100,81.68848392162323,-250,0.9964830135419834,71.71636120046395,3.7694544874600036,69.27047303375367
4,10,100,81.68848392162323,-250,0.9781312037460259,71.71636120046395,3.7694544874600036,69.27047303375367
4,11,100,81.68848392162323,-250,0.9965439327015002,71.71636120046395,3.7694544874600036,69.27047303375367
4,12,100,81.68848392162323,-250,0.9826773920527704,71.71636120046395,3.7694544874600036,69.27047303375367
4,13,100,81.68848392162323,-250,0.9837493329733827,71.71636120046395,3.7694544874600036,69.27047303375367
5,1,50,89.26971511803112,150,1.0139889637083543,72.51485212932664,35.38932507985813,69.01802492993245
5,2,50,89.26971511803112,150,1.0237776234704206,72.51485212932664,35.38932507985813,69.01802492993245
5,3,50,89.26971511803112,150,1.0131860111015971,72.51485212932664,35.38932507985813,69.01802492993245
5,4,50,89.26971511803112,150,0.9877037603566429,72.51485212932664,35.38932507985813,69.01802492993245
5,5,50,89.26971511803112,150,0.9999428750187553,72.51485212932664,35.38932507985813,69.01802492993245
5,6,50,89.26971511803112,150,1.0212942078745337,72.51485212932664,35.38932507985813,69.01802492993245
5,7,50,89.26971511803112,150,1.0286522092339228,72.51485212932664,35.38932507985813,69.01802492993245
5,8,50,89.26971511803112,150,1.0106579262968642,72.51485212932664,35.38932507985813,69.01802492993245
5,9,50,89.26971511803112,150,1.004817555836811,72.51485212932664,35.38932507985813,69.01802492993245
5,10,50,89.26971511803112,150,0.9986332322027599,72.51485212932664,35.38932507985813,69.01802492993245
5,11,50,89.26971511803112,150,1.014197934444372,72.51485212932664,35.38932507985813,69.01802492993245
5,12,50,89.26971511803112,150,0.9955955111798618,72.51485212932664,35.38932507985813,69.01802492993245
5,13,50,89.26971511803112,150,1.0008531198276112,72.51485212932664,35.38932507985813,69.01802492993245
